post_created,post_text,user_id
Wed Jan 04 04:16:06 +0000 2017, I cant stomach college hoops anymore.  More than half the players are no good and the ones that are good leave after one year.,18831261
Wed Jan 04 03:21:25 +0000 2017," This is his way, his only way to fight.  Why are you always picking on President Obama?  Jealous?",18831261
Wed Jan 04 01:23:03 +0000 2017,"RT  Um, Thats not fake news thats a prediction. The fact that you dont know the difference tells me Charter School failed…",18831261
Wed Jan 04 00:37:00 +0000 2017,RT  RT if youre not pissed ,18831261
Wed Jan 04 00:27:07 +0000 2017,"Anytime  wants to pull a black woman by the genitals,  will be there for him. ",18831261
Wed Jan 04 00:17:13 +0000 2017,"RT  The fact you dont find any of Trump tweets weird, tells me something is wrong with you. ",18831261
Tue Jan 03 18:01:38 +0000 2017, I had robotic kidney surgery last year.  Dont know what I would have done without Medicaid.  Im gonna miss President Obama.,18831261
Tue Jan 03 03:51:38 +0000 2017,The days and nights seem so long when youre depressed.,18831261
Tue Jan 03 00:55:46 +0000 2017," When you take over on January 20, 2017, just remember that most Americans think you are a lying sack of shit.",18831261
Tue Jan 03 00:48:08 +0000 2017,King James should have brought luggage on that one because he sure was traveling. ,18831261
Mon Jan 02 21:38:46 +0000 2017, You suck.,18831261
Mon Jan 02 17:49:53 +0000 2017,CBS Reporter OUTS Joe Scarborough As Trump NYE Guest    LOL,18831261
Mon Jan 02 07:49:08 +0000 2017," How come Caldwell cant coach well enough to beat a good team, and the Redskins dont count as a good team?",18831261
Mon Jan 02 04:33:26 +0000 2017, That game wasnt any fun for the Lions defense.  42 points against Dallas last week and 31 against Green Bay tonight.,18831261
Mon Jan 02 03:29:57 +0000 2017,Its time for the Lions defense to put up or shut up.  SNF.,18831261
Mon Jan 02 03:12:04 +0000 2017, Lets hope that the second half is as good as the first half.  Lions cant do what they did against Dallas in the second half.,18831261
Mon Jan 02 02:20:47 +0000 2017,We need a touchdown.  Lions  SNF.,18831261
Mon Jan 02 01:52:02 +0000 2017,Fuck the Packers.  Go Lions.  SNF. ,18831261
Mon Jan 02 01:50:37 +0000 2017,"The Packers are already begging for penalties.  Just play the game, pussies!  SNF. ",18831261
Mon Jan 02 01:44:42 +0000 2017,Damn!  Lions.  SNF.,18831261
Mon Jan 02 01:41:02 +0000 2017," Thats a lousy thing to happen on New Years day, but he had it company, especially for losing to Cleveland.",18831261
Mon Jan 02 01:34:10 +0000 2017,The refs missed that offside penalty on the Packers.  SNF. ,18831261
Mon Jan 02 01:27:01 +0000 2017,I hope my Lions beat the snot out of the Packers.  SNF. ,18831261
Sun Jan 01 02:34:10 +0000 2017,Ohio State is stinking up the place.  They cant hang with Clemson.  Put a fork in them because theyre done. CollegeFootballPlayoff,18831261
Fri Dec 30 19:16:57 +0000 2016, so what.,18831261
Fri Dec 30 06:31:04 +0000 2016,"Narcissistic Personality Disorder / pathological narcissism - This is you, .  Youre a mad man, too.",18831261
Fri Dec 30 06:11:40 +0000 2016,Up again.  CNN is on and another jackass is trying to normalize .  Why do the mans words need people to translate him?,18831261
Fri Dec 30 03:48:41 +0000 2016,"I feel the need to tweet something bad about , like hes a habitual liar, corrupt, psychopathic wort on the butt of humanity",18831261
Thu Dec 29 21:37:49 +0000 2016," Have a great time on your cruise!!!  A cruise is a great vacation.  Love you, Son.",18831261
Thu Dec 29 21:17:57 +0000 2016,RT  Eminent psychiatists have voiced conern about the sanity of our President elect &amp; explain why they feel his term in office…,18831261
Thu Dec 29 03:40:28 +0000 2016,Im so fat.,18831261
Thu Dec 29 03:31:42 +0000 2016,RT  Singing in The Rain is one of my absolute favorite movies. This scene always cheered me up no matter what I was feeling. Debbi…,18831261
Thu Dec 29 03:28:48 +0000 2016,.  See how much  loves you.  NOT.  I dont like  you either and most of the country di… ,18831261
Thu Dec 29 02:50:01 +0000 2016,  You dont have to be a LibTard to oppose the jackass of a madman named .  You just have to be sane.,18831261
Thu Dec 29 02:11:57 +0000 2016,RT  Debbie Reynolds (1932-2016) and Carrie Fisher (1956-2016)  Getty ,18831261
Thu Dec 29 02:08:36 +0000 2016, Hey dumbass!  How do you not have spell check???,18831261
Thu Dec 29 02:08:10 +0000 2016, LyingDonaldTrump is at it again.,18831261
Thu Dec 29 02:03:50 +0000 2016,RT   Todd    ,18831261
Thu Dec 29 01:57:32 +0000 2016, Shut up.,18831261
Thu Dec 29 01:52:22 +0000 2016," Shut up, Joe.  Obama was right and Nutty Yahoo wouldnt accept that and kept pissing Obama off, so this is what he deserves.",18831261
Thu Dec 29 01:47:20 +0000 2016,Youre not so slick that you wont get caught .  You were an unethical businessman and youll be a crooked president.,18831261
Thu Dec 29 01:45:31 +0000 2016,"RT  RIP Debbie Reynolds. Wow, Hollywood is reeling. ",18831261
Thu Dec 29 01:12:10 +0000 2016,RT  trump and DonKing together while holding a press conference 2016 continuing to be a clown show smdh ,18831261
Thu Dec 29 01:11:34 +0000 2016, Couldnt believe Don King was up there with  either. Hes probably got his hand out for some cash from the Donald.,18831261
Wed Dec 28 22:44:26 +0000 2016,RT  Stealing money from children with cancer. Stealing money from children with cancer. Let it sink in. Stealing money from chi…,18831261
Wed Dec 28 21:14:56 +0000 2016,"It looks like your boy, Nutty Yahoo, is as dirty as you are.  Youre next, you con man.   -  You ar… ",18831261
Wed Dec 28 19:51:43 +0000 2016,Only the supporters of  like him. The rest of the country dont want him to be POTUS because hes a… ,18831261
Wed Dec 28 08:20:39 +0000 2016,LIfe is kicking my ass.,18831261
Wed Dec 28 00:56:26 +0000 2016,Enjoy the burn and wait to chase it.  Great stuff.  1800.,18831261
Wed Dec 28 00:13:07 +0000 2016,"As with all medications, medical marijuana must be taken in its proper dosage to effectively treat your ailments.  cannabis.",18831261
Wed Dec 28 00:03:51 +0000 2016,I am what I am.  Theres no escaping it.  I need to quit whining about it.  I feel shame and I have to overcome that because I must go on.,18831261
Tue Dec 27 23:15:23 +0000 2016,RT  Goldman Sachs. ExxonMobil. Walmart. Trump has brought the swamp leaders together and he is their king. Be ready to rais…,18831261
Tue Dec 27 23:09:15 +0000 2016,"RT  REMINDER Trump is the biggest popular vote loser ever elected in modern American history.
",18831261
Tue Dec 27 22:46:52 +0000 2016,RT  RexRyans Failure in Buffalo Hammers Home That Hes Just Not a Good Head Coach ,18831261
Tue Dec 27 22:45:22 +0000 2016,RT  Buffalo Bills fire Head Coach Rex Ryan after two seasons Football NFL Bills RexRyan ,18831261
Tue Dec 27 22:34:01 +0000 2016, I have to quit beating myself up over what I have become.,18831261
Tue Dec 27 22:28:41 +0000 2016,I dont want to be what I have become.,18831261
Tue Dec 27 15:47:56 +0000 2016,RT  Retweet if you want Congress to appoint a Special Prosecutor to investigate Trumps ties to Putin . ,18831261
Tue Dec 27 15:42:22 +0000 2016,Wake and bake seems different now that I only use marijuana as medicine.  Cant smoke recreationally like in my younger days.  cannabis.,18831261
Tue Dec 27 08:53:50 +0000 2016,Im not healthy.  I have a laundry list of ailments. ,18831261
Tue Dec 27 08:47:17 +0000 2016, is a pathological liar who is unable to stop himself from stretching the truth at every opportunity.  LyingDonaldTrump.,18831261
Tue Dec 27 08:43:18 +0000 2016,RT  . documents how Trump is now doing many of the things he attacked Clinton for doing ,18831261
Tue Dec 27 07:34:45 +0000 2016,"Life scares me, so I dont do life well.  Stuff grown folks do, I dont.  Like get married or even just have a relationship.  lonely.",18831261
Tue Dec 27 07:30:31 +0000 2016,"I feel this way and every time I remember that I feel this way, its like Im feeling it for the first time and it scares and hurts me.",18831261
Tue Dec 27 07:22:18 +0000 2016,There are some really gorgeous young Black women in the world.  Smart too.,18831261
Tue Dec 27 07:01:39 +0000 2016, I plagiarized this tweet because I like to use everything I can against you and your lies.  BullShitterInChief.,18831261
Tue Dec 27 06:55:05 +0000 2016, has proved himself to be an individual who is petty to a degree which was previously without precedent in American politics,18831261
Tue Dec 27 06:21:09 +0000 2016,"Im always uncomfortable, especially now that Ive picked up so much weight.  Im the heaviest Ive ever been in my life.  depressed.",18831261
Tue Dec 27 06:18:41 +0000 2016," Thats scary, man.  A madman is gonna run our country.  World War III will kill us all. I sometimes wonder when it all will end",18831261
Tue Dec 27 05:59:19 +0000 2016,". and .  One thinks he runs our country and the other one, a madman, is about to become o… ",18831261
Tue Dec 27 05:54:49 +0000 2016,It makes me mad that Im so pathetic.,18831261
Tue Dec 27 05:52:52 +0000 2016," I know this, but I have to go on somehow.",18831261
Tue Dec 27 05:47:06 +0000 2016,Im never Really okay.,18831261
Tue Dec 27 05:33:59 +0000 2016,I wish I wasnt bipolar.  I get tired of the ups and downs of my emotions Every Day!  I hope I dream well if I fall asleep tonight.,18831261
Tue Dec 27 04:58:59 +0000 2016,   Fuck Green Bay!  The Lions have beaten Aaron Rodgers before and theyll play a lot better at home.  GoLions,18831261
Tue Dec 27 04:45:36 +0000 2016,   Screw Rod Marinelli.  He was the head coach when my Lions went 0-16.  Damnit.,18831261
Tue Dec 27 04:44:08 +0000 2016,Damn Cowboys beat my Lions so bad that I cant even go to bed yet.  Still licking my wounds.  MNF.,18831261
Tue Dec 27 04:42:45 +0000 2016,RT  SNATCH ALL THEY BUFFS!!!! ,18831261
Tue Dec 27 04:37:11 +0000 2016, The problem is that  lies so much that you never know when hes telling the truth.  LyingDonaldTrump.,18831261
Tue Dec 27 03:51:17 +0000 2016, Our defense has given up 35 points so far.  I hope they play better against the Packers.,18831261
Tue Dec 27 03:33:02 +0000 2016,The Attorney General of New York will found out if youre telling the truth about your foundation .… ,18831261
Tue Dec 27 02:54:11 +0000 2016,It would be nice to see Stafford drive back down the field and get the Lions another score right before halftime.  MNF.,18831261
Tue Dec 27 02:46:16 +0000 2016,Got to stop the Cowboys again right before the half.  The Lions get the ball first in the second half.  MNF.,18831261
Tue Dec 27 02:44:01 +0000 2016,"I grew up hearing God and Jesus, then Yahweh and Yahshua.  Ive also been exposed to Allah.  I get confused sometimes.",18831261
Tue Dec 27 02:32:28 +0000 2016," Thanks again, Charles.",18831261
Tue Dec 27 02:30:47 +0000 2016,Shoving it down the Cowboys throats!  Way to go my Lions!  MNF.,18831261
Tue Dec 27 01:53:57 +0000 2016," Wrong as usual.  The world got gloomier once you won the election.  Youre gonna a fuck up the country, man!  psychopath.",18831261
Tue Dec 27 01:51:34 +0000 2016,Way to run shove it down the Cowboys throats.  MNF.,18831261
Tue Dec 27 01:50:46 +0000 2016,Way to go Zack Zetter!  Touchdown DetroitLions!  MNF.  NFL.,18831261
Mon Dec 26 21:51:47 +0000 2016, I was raised as a Christian.   They taught me Jews were the chosen people.  Where can I read about us being the chosen people?,18831261
Mon Dec 26 21:21:37 +0000 2016,RT  Throwing back to 2008 with this picture as we gear up for our final two regular season games. 🏈 GoLions OnePride ,18831261
Mon Dec 26 21:19:35 +0000 2016,"  I live in Detroit .  Im rooting for the Lions, but I think theyre going to lose to Dallas. Im holding on to a little hope",18831261
Mon Dec 26 14:15:37 +0000 2016,  Somebody said that Sony Music was hacked again.  CyberSecurity,18831261
Mon Dec 26 14:01:03 +0000 2016,"Dont Worry Britney Spears Is Alive and Well, Despite Sony Tweet  via ",18831261
Mon Dec 26 13:35:09 +0000 2016," The Cowboys have a better running game and a better offensive line, but I think our defense is better than theirs.  GoLions!",18831261
Mon Dec 26 13:25:29 +0000 2016," Once youre in office and mess up, and you will, who will you blame?  The buck will stop with you. impeachment",18831261
Mon Dec 26 12:45:44 +0000 2016, Thank you!,18831261
Mon Dec 26 12:22:04 +0000 2016,I need to get a refill of FloMax soon.,18831261
Mon Dec 26 12:17:17 +0000 2016,  What chapter and verse in the Bible says that we are gods???,18831261
Mon Dec 26 11:35:30 +0000 2016,I miss my grandparents. ,18831261
Mon Dec 26 11:34:38 +0000 2016,Me and my brother used to watch sports together.  I miss him ,18831261
Mon Dec 26 11:32:38 +0000 2016,Mom.  I miss her. ,18831261
Mon Dec 26 11:31:53 +0000 2016,Dad.  I miss him. ,18831261
Mon Dec 26 10:33:47 +0000 2016," I remember during the Republican debates, most of them said  wouldnt get the nomination.  What about that, ass?",18831261
Mon Dec 26 10:10:33 +0000 2016,Wham! - Everything She Wants  via ,18831261
Mon Dec 26 09:39:28 +0000 2016," Youre up very early, Brianna.  I have insomnia so Im just chilling and sending  derogatory tweets.",18831261
Mon Dec 26 09:34:03 +0000 2016," is shining a light on his narcissistic, bigoted, lying, psycho and unstable mind every time he ope… ",18831261
Mon Dec 26 09:30:34 +0000 2016," Nothing against the Browns, but I was hoping they would tie my Lions record of 0-16.  Misery loves company.",18831261
Mon Dec 26 09:28:48 +0000 2016,Nutty Yahoo doesnt run this country! ,18831261
Mon Dec 26 08:53:19 +0000 2016,".  You sir, are the laughing stock of the country! You picked some real jackasses to work for you,… ",18831261
Mon Dec 26 08:37:23 +0000 2016,"I think Yahshua was born between May 21 - June 20.  The symbol for the zodiac sign Gemini is twins, and Yahshua was both Elohim and man.",18831261
Mon Dec 26 08:13:33 +0000 2016," Psalms Chapter 96, verse 5 says For all the gods of the nations are idols but the LORD made the heavens. How are we gods?",18831261
Mon Dec 26 08:13:33 +0000 2016," Psalms Chapter 96, verse 5 says For all the gods of the nations are idols but the LORD made the heavens. How are we gods?",18831261
Mon Dec 26 08:04:04 +0000 2016," What about The first of the Ten Commandments, which is Thou shalt have no other gods before me.  How are we gods??",18831261
Mon Dec 26 07:24:22 +0000 2016,"Im so depressed that when I wake up from sleep, I dont want to face the day.",18831261
Mon Dec 26 05:09:35 +0000 2016," Weve suffered enough in my city of Detroit.  I know were gonna lose to Dallas, but Im a little hopeful to beat Green Bay",18831261
Mon Dec 26 04:31:30 +0000 2016,RT  RT if you didnt get arrested in 2016 (yet).,18831261
Mon Dec 26 04:29:30 +0000 2016,I remember how my Dad could fall asleep in his chair in front of the TV set.  I wish I could fall asleep in a chair.,18831261
Mon Dec 26 04:05:54 +0000 2016, Think about the wonderful times they had at Christmas time when they were a child.,18831261
Mon Dec 26 04:00:01 +0000 2016,I must take my Lamictal.,18831261
Mon Dec 26 03:54:26 +0000 2016,I wish I was a self-actualizing person.,18831261
Mon Dec 26 03:52:34 +0000 2016, All I had today was some Honeybaked turkey sandwiches and some cheese sticks.  Your gumbo sounds delicious.,18831261
Mon Dec 26 02:29:06 +0000 2016,"Your Tweet activity
Your Tweets earned 5,426 impressions over the last 24 hours",18831261
Mon Dec 26 02:21:50 +0000 2016,Flea flickers never fool anybody and almost never work.  SNFonNBC.,18831261
Mon Dec 26 02:20:46 +0000 2016,Too bad I wasnt able to go out into the world and start a family.,18831261
Mon Dec 26 02:19:03 +0000 2016," Merry Christmas to you too, Lovely Lady.",18831261
Mon Dec 26 02:18:18 +0000 2016," Merry Christmas to you too, Pretty Lady.  Nice family you have there.",18831261
Mon Dec 26 02:04:57 +0000 2016, Im watching the Broncos vs Chiefs on SNFonNBC.,18831261
Mon Dec 26 01:55:40 +0000 2016," Do you have a Dick McAuliffe card?  He was a great second basemen for my 1968 Detroit Tigers, Im sure you know.",18831261
Mon Dec 26 01:28:30 +0000 2016,"George Michael was only 53.  My favorite musicians, ChickCorea, HerbieHancock and StanleyClarke are all in their 70s.  TooYoungToDie.",18831261
Mon Dec 26 00:37:09 +0000 2016,"   You didnt want a big wedding, did you son?  Not much for making a fuss over yourself.  lol",18831261
Mon Dec 26 00:28:00 +0000 2016,Steelers win!  NFL.,18831261
Mon Dec 26 00:18:11 +0000 2016, And the Ravens look like theyre gonna win.  Im through with Pittsburgh if they lose.  Damnit!,18831261
Mon Dec 26 00:04:07 +0000 2016,"RT  TOUCHDOWN STEELERS!

LeVeon Bell takes Ben Roethlisbergers pass into the end zone. 

Steelers take the LEAD!",18831261
Sun Dec 25 23:30:08 +0000 2016,The Steelers dont deserve to go to the playoffs if they lose to the Ravens.  NFL.  NFLChannel.,18831261
Sun Dec 25 23:28:36 +0000 2016, George Michael had such a great voice!,18831261
Sun Dec 25 23:16:45 +0000 2016," Merry Christmas, beautiful, talented and funny lady.",18831261
Sun Dec 25 23:11:01 +0000 2016,BBC News - Ex-Wham singer George Michael dies RIP to a great singer.,18831261
Sun Dec 25 23:09:42 +0000 2016,I miss my dad.,18831261
Sun Dec 25 23:05:37 +0000 2016,"RT  Your Jesus was a 33-year-old unarmed man of color wrongfully charged, executed publicly by an unjust militarized state. Mer…",18831261
Sun Dec 25 23:01:56 +0000 2016, I think he took some Geritol.   lol,18831261
Sun Dec 25 22:22:45 +0000 2016,"Just watched a great NBA game, now Im watching the Ravens vs Steelers on the .  Great Christmas. ",18831261
Sun Dec 25 22:21:43 +0000 2016, Youre a fan of  just like Im a fan of yours.  Merry Christmas.,18831261
Sun Dec 25 22:15:54 +0000 2016," It looked like Jefferson tripped Durant, by accident, but if the refs would have called it the crowd would have killed them. lol",18831261
Sun Dec 25 22:07:52 +0000 2016, I love Garry Shandling.  Hes so funny.  I miss him.,18831261
Sun Dec 25 22:02:39 +0000 2016," No performance enhancing drugs, just Geritol.",18831261
Sun Dec 25 21:53:54 +0000 2016, Golden State vs Cleveland is a good game.  Nice Christmas gift from the NBA,18831261
Sun Dec 25 21:39:50 +0000 2016,"Merry Christmas to  ,  .  Two beautiful women.",18831261
Sun Dec 25 21:09:15 +0000 2016,RT  Green Bay and Detroit to meet for NFC North Title January 1 on Sunday Night Football.,18831261
Sun Dec 25 20:31:11 +0000 2016,Sometimes I use the comma improperly and too much.,18831261
Sun Dec 25 20:30:03 +0000 2016,"Watching sports alone, makes me miss my brother even more.  NBAXmas",18831261
Sun Dec 25 20:24:36 +0000 2016," Merry Christmas, Lovely Lady.",18831261
Sun Dec 25 20:22:05 +0000 2016,"If youre not happy with your surroundings, change them.  If you cant change them, learn to be happy with your surroundings.",18831261
Sun Dec 25 20:04:27 +0000 2016,"RT  Donald Trump Foundation remains under investigation and cannot be dissolved, N.Y. official says  ht…",18831261
Sun Dec 25 19:43:58 +0000 2016," You sir, are an Emotional Infant!  Control your temper!  Youre a grown man!  What good will you be if you get ejected!",18831261
Sun Dec 25 19:30:43 +0000 2016," Yes, its Christmas, but you and your boss, , are deplorable people and are not righteous.  Youre evil!!!",18831261
Sun Dec 25 19:16:33 +0000 2016," Politicizing, Christmas!  So what!  You guys are evil and your boss, , is a minion of the Devil.  Shame on you.",18831261
Sun Dec 25 18:32:36 +0000 2016," Merry Christmas, you beautiful woman!",18831261
Sun Dec 25 11:37:42 +0000 2016,"What are the odds of a scandal free administration for ?  Slim and none, Ill bet.",18831261
Sun Dec 25 10:50:26 +0000 2016,"I tried that sleep thing, but it didnt work, yet.  If at first you dont succeed, try, try again.  Ill try again in a little while.",18831261
Sun Dec 25 08:55:41 +0000 2016," Merry Christmas, you pussy pulling, race baiting, lying ass bastard.  LyingDonaldTrump",18831261
Sun Dec 25 08:52:46 +0000 2016,"I didnt make my parents proud as an adult, but they still loved me.",18831261
Sun Dec 25 08:47:35 +0000 2016,"One of the things depression robs you of, to a certain degree, is your sense of humor.",18831261
Sun Dec 25 08:11:43 +0000 2016,"People are supposed to grow and mature over the years.  Ive been standing still for quite some time now, except for gaining weight.  lol",18831261
Sun Dec 25 07:28:22 +0000 2016, I always get hot salsa when I eat Mexican food.  lol,18831261
Sun Dec 25 07:25:24 +0000 2016,"When I type LOL, Im really laughing out loud, but when I type lol, Im just chuckling, you know, I find something humorous.",18831261
Sun Dec 25 07:22:03 +0000 2016,Sleep aint messing with me tonight.  It wants nothing to do with me.  Ill have to change its mind so I can get some rest.,18831261
Sun Dec 25 07:15:48 +0000 2016, Youll make a great mom when youre ready to.  Lots of smiles and lots of love.,18831261
Sun Dec 25 06:42:22 +0000 2016, I cant believe you told that dude his team was only gonna have one game in the playoffs.  LOL.  Truth  NFLChannel.,18831261
Sun Dec 25 06:40:07 +0000 2016," Prince was a better musician, but Michael Jackson was a better dancer.",18831261
Sun Dec 25 06:37:05 +0000 2016," We still love you back here in Detroit, man.",18831261
Sun Dec 25 06:31:37 +0000 2016, You will be the Commander-in-Chief.  I think you should be called a Malignant Narcissist Sociopath.  PsychoDonaldTrump.,18831261
Sun Dec 25 06:26:31 +0000 2016,RT  I dont there is enough Xanax on this planet to deal with PsychoTrump ,18831261
Sun Dec 25 06:24:56 +0000 2016,RT  Just read hypocrite Trumps tweet about the CIA from two years ago... Compare it to what he has said today. He is schitzo…,18831261
Sun Dec 25 06:22:59 +0000 2016,"RT   Youre a little man-child. You wonder why the world doesnt respect you? Look in the mirror, read your…",18831261
Sun Dec 25 06:20:52 +0000 2016,I think Kanye was encouraging  to take his medication.  Trump should be taking his meds everyday.… ,18831261
Sun Dec 25 06:18:30 +0000 2016,This Honeybaked sliced turkey is really good.  Thanks to my friend Sharon for bringing it over the other day.,18831261
Sun Dec 25 06:13:06 +0000 2016," When I watched WhatAboutBob, I wanted Richard Dreyfuss to be successful in his attempts to kill Bill Murray.  LOL.",18831261
Sun Dec 25 05:52:07 +0000 2016,Its impossible and foolish to talk shit when youre a DetroitLions fan.  NFL.  MNF.,18831261
Sun Dec 25 05:50:56 +0000 2016,Sometimes I get so depressed I dont know how I go on.  Yahweh  Elohim  Yahshua.,18831261
Sun Dec 25 05:37:50 +0000 2016,"RT  Russian military plane with 83 passengers &amp; 8 crew members disappeared from radar, official tells state-run media. ",18831261
Sun Dec 25 05:23:28 +0000 2016, You will be one of the most unpopular presidents going into office.  How will you spin that?  LyingDonaldTrump,18831261
Sun Dec 25 04:26:21 +0000 2016,"If I were to have gotten any Christmas gifts, I would have wanted clothes, antidepressants, appetite suppressants and sleeping pills.",18831261
Sun Dec 25 04:15:11 +0000 2016, Thats the reason I follow your Twitter account.,18831261
Sun Dec 25 04:14:23 +0000 2016, How long before the  Finally relieve Marvin Lewis of his head coaching duties?,18831261
Sun Dec 25 03:49:20 +0000 2016,I cant believe these sorry ass  beat my  earlier this season.  NFLSaturday.,18831261
Sun Dec 25 03:10:04 +0000 2016,Im afraid my Lions are gonna struggle stopping the run and scoring in the red zone when they play the Cowboys.  MNF.  NFL.,18831261
Sun Dec 25 02:49:28 +0000 2016, Its really tough for the commentators to make it sound like this is a good game.  Hard work.,18831261
Sun Dec 25 01:13:51 +0000 2016," My DetroitLions lost all 16 games during the 2008 season.  I was hoping the Browns would tie them, but no.  Damn Chargers.",18831261
Sun Dec 25 00:56:47 +0000 2016, Youll have to discuss your use of the name god with God eventually.  You ready for that?  Merry Christmas.,18831261
Sun Dec 25 00:53:00 +0000 2016, Have you thought about how many lies you and your administration will be caught telling during your time as president???,18831261
Sun Dec 25 00:26:01 +0000 2016,  Can my DetroitLions lose their last 2 games and still make the playoffs??,18831261
Sun Dec 25 00:24:12 +0000 2016,"I feel sorry for , having to let , that Orange Cheeto reject, climb all over her when they have sex.",18831261
Sun Dec 25 00:06:07 +0000 2016, The New York Jets lost.......Never mind.  lol,18831261
Sat Dec 24 23:54:38 +0000 2016, You hide the truth time and time again just consider your outrageous decision to not disclose your tax returns.,18831261
Sat Dec 24 23:47:24 +0000 2016, Its still a game and theyre trying to out distance the Chiefs in order to win the division.  Injuries just happen.,18831261
Sat Dec 24 23:40:56 +0000 2016,My not being with my family on Christmas Day has nothing to do with me not liking them.  Its me Im not crazy about.  I should be alone.,18831261
Sat Dec 24 23:32:08 +0000 2016,Happy Hanukkah,18831261
Sat Dec 24 23:17:29 +0000 2016, Im glad my President Barack Obama did not veto the bill.  You should stop mistreating Palestinians and act righteously.,18831261
Sat Dec 24 23:01:55 +0000 2016," Merry Christmas, Lovely Lady.  Wish I could see how youve decorated your home. ",18831261
Sat Dec 24 22:50:10 +0000 2016," Same to you, Brianna.",18831261
Sat Dec 24 22:48:31 +0000 2016," The Russian president referred to the president-elect as His Excellency. Putin is aware of Trumps massive ego, obviously",18831261
Sat Dec 24 22:45:17 +0000 2016,"  As long as Trump is manipulated, Russia and China will take our market share.  He thinks he knows everything.",18831261
Sat Dec 24 22:43:04 +0000 2016," Hes such a fool. Hes such a bully, she continued. Thats what America deserves &amp; were going to take advantage of it.",18831261
Sat Dec 24 22:42:14 +0000 2016, Russia expert Nina Khrushcheva said Trump is playing right into Putins hands.,18831261
Sat Dec 24 22:20:33 +0000 2016," Theres a lot of stuff you didnt think of before you decided to run for president.  Stop being crooked, you con man.",18831261
Sat Dec 24 21:35:08 +0000 2016, Shut up!,18831261
Sat Dec 24 21:00:08 +0000 2016, Shut up!!!,18831261
Sat Dec 24 20:28:35 +0000 2016," When Putin and  have sex, Ill bet Putin is pitching and Trump is catching.  He probably swallows, too.",18831261
Sat Dec 24 20:25:50 +0000 2016,It would be so nice to see my DetroitLions beat the shit out of the Packers on the last game of this season.  Id just love it!!,18831261
Sat Dec 24 20:12:28 +0000 2016, The Patriots needed a day off.,18831261
Sat Dec 24 20:10:51 +0000 2016, Keep it up and Merry Christmas.,18831261
Sat Dec 24 20:07:16 +0000 2016, What were you doing at 19?,18831261
Sat Dec 24 19:57:20 +0000 2016, I was in a psychiatric hospital for a month.  Herman Kiefer hospital in Detroit.  Its been a long life.,18831261
Sat Dec 24 19:51:45 +0000 2016," Dont want anybody to get hurt, but I wont mind if Rodgers is a bit sore when the Packers face my Lions in the last game.",18831261
Sat Dec 24 19:32:09 +0000 2016,Cmon Chargers!  Dont let the Browns get their first win of the season!  I want them to go 0-16 like my Lions did in 2008.,18831261
Sat Dec 24 19:14:47 +0000 2016,I love it when Rodgers gets sacked.  Packers.  NFL. ,18831261
Sat Dec 24 19:11:58 +0000 2016, Do you think the Lions will beat the Packers?  Ive already decided theyre going to lose in Dallas.,18831261
Sat Dec 24 19:09:27 +0000 2016,"Just woke up about a half and hour ago, and Im having pizza and Modelo for breakfast.",18831261
Sat Dec 24 19:07:26 +0000 2016,Its hard to believe the Vikings started this season with a 5 game winning streak.  They look … Packers. NFL. ,18831261
Sat Dec 24 08:45:44 +0000 2016,Its so uncomfortable at this weight.  Major change must come.,18831261
Sat Dec 24 08:15:14 +0000 2016,"When it comes to the romance between  and Putin, Ill bet Trump is on the bottom. ",18831261
Sat Dec 24 03:21:26 +0000 2016,"Ill bet  has heard Liar, liar, pants on fire! all of his life.  LyingDonaldTrump. ",18831261
Sat Dec 24 02:48:39 +0000 2016,They should put a gag in the mouth of  and tie his tiny hands behind his back so we would never hea… ,18831261
Sat Dec 24 02:38:01 +0000 2016,All the Twitter trolls should at least take Christmas day off.,18831261
Sat Dec 24 00:34:39 +0000 2016, You should spend less time on Twitter and more time making sure people dont die in your jail.,18831261
Fri Dec 23 21:57:27 +0000 2016,"RT  Rockettes can skip the inauguration, thanks to the internet  via ",18831261
Fri Dec 23 21:46:18 +0000 2016,   4 years?  Arent the chances of  being impeached pretty good?  I hope so.,18831261
Fri Dec 23 21:25:43 +0000 2016, Shut up!,18831261
Fri Dec 23 20:47:25 +0000 2016, Merry Christmas.  Does your Christmas tree look like this? ,18831261
Fri Dec 23 20:46:01 +0000 2016,I wonder if the bible will burst into flames when  puts his hand on it at his inauguration.?,18831261
Fri Dec 23 20:12:07 +0000 2016,"All alone on Christmas Day.  I dont like it, but thats the way it has to be when youre depressed and cant take being around anybody.",18831261
Fri Dec 23 20:09:59 +0000 2016," Show some brains and some backbone, you narcissistic jelly fish!  PuppetOfPutin.",18831261
Fri Dec 23 19:39:57 +0000 2016," Merry Christmas.  You are so beautiful, inside and out.",18831261
Fri Dec 23 18:51:00 +0000 2016," Keep tweeting, my brother.  Youre not the one who is crazy.  MerryChristmas.",18831261
Fri Dec 23 18:28:26 +0000 2016," Have a Merry Christmas, Bakari.  I enjoy watching you on CNN.  You are kind and decent man.",18831261
Fri Dec 23 17:50:43 +0000 2016, Hey dumbass!  One president at a time!  You aint been sworn in yet so shut the fuck up.  Fool  PrematurePresident.,18831261
Fri Dec 23 07:00:33 +0000 2016," This link explains a lot about .

",18831261
Fri Dec 23 06:52:18 +0000 2016,RT  All the Celebrities Who Wont Perform at Donald Trumps Inauguration  ,18831261
